Year,ICD10_Code,ICD10_Description,Classification,Metric_Primary,Metric_Secondary,Metric_Tertiary,Metric_Quaternary,Value
2013/14,"X85-Y09, Y87.1",Assault,Narrow,Intentional injuries,Partly attributable acute,Female,16-24,110
2013/14,F10.0,Acute intoxication,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,25-34,790
2013/14,F10.1,Harmful use,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,25-34,130
2013/14,F10.2,Dependence syndrome,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,25-34,440
2013/14,F10.3,Withdrawal state,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,25-34,620
2013/14,F10.4,Withdrawal state with delirium,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,25-34,30
2013/14,F10.5,Psychotic disorder,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,25-34,10
2013/14,F10.6,Amnesic syndrome,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,25-34,-
2013/14,F10.7,Residual and late-onset psychotic disorder,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,25-34,-
2013/14,F10.8,Other mental and behavioural disorders due to the use of alcohol,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,25-34,0
2013/14,F10.9,Unspecified mental and behavioural disorders due to the use of alcohol,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,25-34,10
2013/14,K70.0,Alcoholic fatty liver,Narrow,Alcoholic liver disease,Wholly attributable,Female,25-34,10
2013/14,K70.1,Alcoholic hepatitis,Narrow,Alcoholic liver disease,Wholly attributable,Female,25-34,110
2013/14,K70.2,Alcoholic fibrosis and sclerosis of liver,Narrow,Alcoholic liver disease,Wholly attributable,Female,25-34,0
2013/14,K70.3,Alcoholic cirrhosis of liver,Narrow,Alcoholic liver disease,Wholly attributable,Female,25-34,120
2013/14,K70.4,Alcoholic hepatic failure,Narrow,Alcoholic liver disease,Wholly attributable,Female,25-34,40
2013/14,K70.9,"Alcoholic liver disease, unspecified",Narrow,Alcoholic liver disease,Wholly attributable,Female,25-34,80
2013/14,T51.0,Ethanol poisoning,Narrow,Toxic effect of alcohol,Wholly attributable,Female,25-34,50
2013/14,T51.1,Methanol poisoning,Narrow,Toxic effect of alcohol,Wholly attributable,Female,25-34,-
2013/14,T51.9,"Toxic effect of alcohol, unspecified",Narrow,Toxic effect of alcohol,Wholly attributable,Female,25-34,10
2013/14,E24.4,Alcohol-induced pseudo-Cushing’s syndrome,Narrow,Other,Wholly attributable,Female,25-34,-
2013/14,G31.2,Degeneration of nervous system due to alcohol,Narrow,Other,Wholly attributable,Female,25-34,0
2013/14,G62.1,Alcoholic polyneuropathy,Narrow,Other,Wholly attributable,Female,25-34,0
2013/14,G72.1,Alcoholic myopathy,Narrow,Other,Wholly attributable,Female,25-34,-
2013/14,I42.6,Alcoholic cardiomyopathy,Narrow,Other,Wholly attributable,Female,25-34,-
2013/14,K29.2,Alcoholic gastritis,Narrow,Other,Wholly attributable,Female,25-34,90
2013/14,K85.2,Alcohol-induced acute pancreatitis,Narrow,Other,Wholly attributable,Female,25-34,140
2013/14,K86.0,Alcohol-induced chronic pancreatitis,Narrow,Other,Wholly attributable,Female,25-34,60
2013/14,Q86.0,Fetal alcohol syndrome (dysmorphic),Narrow,Other,Wholly attributable,Female,25-34,-
2013/14,R78.0,Excess alcohol blood levels,Narrow,Other,Wholly attributable,Female,25-34,-
2013/14,X45,Accidental poisoning by and exposure to alcohol,Narrow,Other,Wholly attributable,Female,25-34,240
2013/14,X65,Intentional self-poisoning by and exposure to alcohol,Narrow,Other,Wholly attributable,Female,25-34,3800
2013/14,Y15,"Poisoning by and exposure to alcohol, undetermined intent",Narrow,Other,Wholly attributable,Female,25-34,10
2013/14,Y90,Evidence of alcohol involvement determined by blood alcohol level,Narrow,Other,Wholly attributable,Female,25-34,30
2013/14,Y91,Evidence of alcohol involvement determined by level of intoxication,Narrow,Other,Wholly attributable,Female,25-34,80
2013/14,A15-A19,Tuberculosis,Narrow,Infectious and parasitic diseases,Partly attributable chronic,Female,25-34,770
2013/14,C00-C14,"Lip, oral cavity and pharynx",Narrow,Cancer,Partly attributable chronic,Female,25-34,50
2013/14,C15,Oesophagus,Narrow,Cancer,Partly attributable chronic,Female,25-34,10
2013/14,"C18-C20, C21",Colorectal,Narrow,Cancer,Partly attributable chronic,Female,25-34,100
2013/14,C22,Liver and intrahepatic bile ducts,Narrow,Cancer,Partly attributable chronic,Female,25-34,10
2013/14,C32,Larynx,Narrow,Cancer,Partly attributable chronic,Female,25-34,0
2013/14,C50,Breast,Narrow,Cancer,Partly attributable chronic,Female,25-34,600
2013/14,G40-G41,Epilepsy and Status epilepticus,Narrow,Diseases of the nervous system,Partly attributable chronic,Female,25-34,470
2013/14,I10-I15,Hypertensive diseases,Narrow,Cardiovascular disease,Partly attributable chronic,Female,25-34,40
2013/14,I47-I48,Cardiac arrhythmias,Narrow,Cardiovascular disease,Partly attributable chronic,Female,25-34,120
2013/14,"I60-I62, I69.0-I69.2",Haemorrhagic stroke,Narrow,Cardiovascular disease,Partly attributable chronic,Female,25-34,-
2013/14,"I63-I66, I69.3-I69.4",Ischaemic stroke,Narrow,Cardiovascular disease,Partly attributable chronic,Female,25-34,-
2013/14,I85,Oesophageal varices,Narrow,Cardiovascular disease,Partly attributable chronic,Female,25-34,60
2013/14,"J10-J11(.0), J12-J15, J18",Pneumonia,Narrow,Respiratory infections,Partly attributable chronic,Female,25-34,130
2013/14,"K73, K74",Unspecified liver disease,Narrow,Digestive disease,Partly attributable chronic,Female,25-34,30
2013/14,"K85, K86.1",Acute and chronic pancreatitis,Narrow,Digestive disease,Partly attributable chronic,Female,25-34,220
2013/14,O03,Spontaneous abortion,Narrow,Pregnancy and childbirth,Partly attributable chronic,Female,25-34,1550
2013/14,P05-P07,Low birth weight,Narrow,Pregnancy and childbirth,Partly attributable chronic,Female,25-34,-
2013/14,§,Road/Ped traffic accidents,Narrow,Unintentional injuries,Partly attributable acute,Female,25-34,250
2013/14,X40–X49,Poisoning,Narrow,Unintentional injuries,Partly attributable acute,Female,25-34,110
2013/14,W00-W19,Fall injuries,Narrow,Unintentional injuries,Partly attributable acute,Female,25-34,480
2013/14,X00-X09,Fire injuries,Narrow,Unintentional injuries,Partly attributable acute,Female,25-34,0
2013/14,W65-W74,Drowning,Narrow,Unintentional injuries,Partly attributable acute,Female,25-34,0
2013/14,§§,Other unintentional injuries,Narrow,Intentional injuries,Partly attributable acute,Female,25-34,1500
2013/14,"X60-X84, Y87.0 (excl X65)",Intentional self-harm,Narrow,Intentional injuries,Partly attributable acute,Female,25-34,640
2013/14,"Y10-Y34, Y87.2",Event of undetermined intent,Narrow,Intentional injuries,Partly attributable acute,Female,25-34,10
2013/14,"X85-Y09, Y87.1",Assault,Narrow,Intentional injuries,Partly attributable acute,Female,25-34,110
2013/14,F10.0,Acute intoxication,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,35-44,970
2013/14,F10.1,Harmful use,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,35-44,210
2013/14,F10.2,Dependence syndrome,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,35-44,800
2013/14,F10.3,Withdrawal state,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,35-44,1200
2013/14,F10.4,Withdrawal state with delirium,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,35-44,60
2013/14,F10.5,Psychotic disorder,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,35-44,20
2013/14,F10.6,Amnesic syndrome,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,35-44,10
2013/14,F10.7,Residual and late-onset psychotic disorder,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,35-44,0
2013/14,F10.8,Other mental and behavioural disorders due to the use of alcohol,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,35-44,-
2013/14,F10.9,Unspecified mental and behavioural disorders due to the use of alcohol,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,35-44,30
2013/14,K70.0,Alcoholic fatty liver,Narrow,Alcoholic liver disease,Wholly attributable,Female,35-44,10
2013/14,K70.1,Alcoholic hepatitis,Narrow,Alcoholic liver disease,Wholly attributable,Female,35-44,260
2013/14,K70.2,Alcoholic fibrosis and sclerosis of liver,Narrow,Alcoholic liver disease,Wholly attributable,Female,35-44,0
2013/14,K70.3,Alcoholic cirrhosis of liver,Narrow,Alcoholic liver disease,Wholly attributable,Female,35-44,410
2013/14,K70.4,Alcoholic hepatic failure,Narrow,Alcoholic liver disease,Wholly attributable,Female,35-44,190
2013/14,K70.9,"Alcoholic liver disease, unspecified",Narrow,Alcoholic liver disease,Wholly attributable,Female,35-44,310
2013/14,T51.0,Ethanol poisoning,Narrow,Toxic effect of alcohol,Wholly attributable,Female,35-44,70
2013/14,T51.1,Methanol poisoning,Narrow,Toxic effect of alcohol,Wholly attributable,Female,35-44,-
2013/14,T51.9,"Toxic effect of alcohol, unspecified",Narrow,Toxic effect of alcohol,Wholly attributable,Female,35-44,10
2013/14,E24.4,Alcohol-induced pseudo-Cushing’s syndrome,Narrow,Other,Wholly attributable,Female,35-44,0
2013/14,G31.2,Degeneration of nervous system due to alcohol,Narrow,Other,Wholly attributable,Female,35-44,10
2013/14,G62.1,Alcoholic polyneuropathy,Narrow,Other,Wholly attributable,Female,35-44,10
2013/14,G72.1,Alcoholic myopathy,Narrow,Other,Wholly attributable,Female,35-44,0
2013/14,I42.6,Alcoholic cardiomyopathy,Narrow,Other,Wholly attributable,Female,35-44,0
2013/14,K29.2,Alcoholic gastritis,Narrow,Other,Wholly attributable,Female,35-44,140
2013/14,K85.2,Alcohol-induced acute pancreatitis,Narrow,Other,Wholly attributable,Female,35-44,230
2013/14,K86.0,Alcohol-induced chronic pancreatitis,Narrow,Other,Wholly attributable,Female,35-44,140
2013/14,Q86.0,Fetal alcohol syndrome (dysmorphic),Narrow,Other,Wholly attributable,Female,35-44,-
2013/14,R78.0,Excess alcohol blood levels,Narrow,Other,Wholly attributable,Female,35-44,-
2013/14,X45,Accidental poisoning by and exposure to alcohol,Narrow,Other,Wholly attributable,Female,35-44,250
2013/14,X65,Intentional self-poisoning by and exposure to alcohol,Narrow,Other,Wholly attributable,Female,35-44,4350
2013/14,Y15,"Poisoning by and exposure to alcohol, undetermined intent",Narrow,Other,Wholly attributable,Female,35-44,10
2013/14,Y90,Evidence of alcohol involvement determined by blood alcohol level,Narrow,Other,Wholly attributable,Female,35-44,50
2013/14,Y91,Evidence of alcohol involvement determined by level of intoxication,Narrow,Other,Wholly attributable,Female,35-44,70
2013/14,A15-A19,Tuberculosis,Narrow,Infectious and parasitic diseases,Partly attributable chronic,Female,35-44,3730
2013/14,C00-C14,"Lip, oral cavity and pharynx",Narrow,Cancer,Partly attributable chronic,Female,35-44,180
2013/14,C15,Oesophagus,Narrow,Cancer,Partly attributable chronic,Female,35-44,60
2013/14,"C18-C20, C21",Colorectal,Narrow,Cancer,Partly attributable chronic,Female,35-44,310
2013/14,C22,Liver and intrahepatic bile ducts,Narrow,Cancer,Partly attributable chronic,Female,35-44,10
2013/14,C32,Larynx,Narrow,Cancer,Partly attributable chronic,Female,35-44,10
2013/14,C50,Breast,Narrow,Cancer,Partly attributable chronic,Female,35-44,3160
2013/14,G40-G41,Epilepsy and Status epilepticus,Narrow,Diseases of the nervous system,Partly attributable chronic,Female,35-44,540
2013/14,I10-I15,Hypertensive diseases,Narrow,Cardiovascular disease,Partly attributable chronic,Female,35-44,200
2013/14,I47-I48,Cardiac arrhythmias,Narrow,Cardiovascular disease,Partly attributable chronic,Female,35-44,200
2013/14,"I60-I62, I69.0-I69.2",Haemorrhagic stroke,Narrow,Cardiovascular disease,Partly attributable chronic,Female,35-44,-
2013/14,"I63-I66, I69.3-I69.4",Ischaemic stroke,Narrow,Cardiovascular disease,Partly attributable chronic,Female,35-44,-
2013/14,I85,Oesophageal varices,Narrow,Cardiovascular disease,Partly attributable chronic,Female,35-44,100
2013/14,"J10-J11(.0), J12-J15, J18",Pneumonia,Narrow,Respiratory infections,Partly attributable chronic,Female,35-44,230
2013/14,"K73, K74",Unspecified liver disease,Narrow,Digestive disease,Partly attributable chronic,Female,35-44,70
2013/14,"K85, K86.1",Acute and chronic pancreatitis,Narrow,Digestive disease,Partly attributable chronic,Female,35-44,340
2013/14,O03,Spontaneous abortion,Narrow,Pregnancy and childbirth,Partly attributable chronic,Female,35-44,1190
2013/14,P05-P07,Low birth weight,Narrow,Pregnancy and childbirth,Partly attributable chronic,Female,35-44,-
2013/14,§,Road/Ped traffic accidents,Narrow,Unintentional injuries,Partly attributable acute,Female,35-44,150
2013/14,X40–X49,Poisoning,Narrow,Unintentional injuries,Partly attributable acute,Female,35-44,110
2013/14,W00-W19,Fall injuries,Narrow,Unintentional injuries,Partly attributable acute,Female,35-44,630
2013/14,X00-X09,Fire injuries,Narrow,Unintentional injuries,Partly attributable acute,Female,35-44,10
2013/14,W65-W74,Drowning,Narrow,Unintentional injuries,Partly attributable acute,Female,35-44,0
2013/14,§§,Other unintentional injuries,Narrow,Intentional injuries,Partly attributable acute,Female,35-44,2000
2013/14,"X60-X84, Y87.0 (excl X65)",Intentional self-harm,Narrow,Intentional injuries,Partly attributable acute,Female,35-44,640
2013/14,"Y10-Y34, Y87.2",Event of undetermined intent,Narrow,Intentional injuries,Partly attributable acute,Female,35-44,10
2013/14,"X85-Y09, Y87.1",Assault,Narrow,Intentional injuries,Partly attributable acute,Female,35-44,100
2013/14,F10.0,Acute intoxication,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,45-54,1130
2013/14,F10.1,Harmful use,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,45-54,220
2013/14,F10.2,Dependence syndrome,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,45-54,780
2013/14,F10.3,Withdrawal state,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,45-54,1190
2013/14,F10.4,Withdrawal state with delirium,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,45-54,50
2013/14,F10.5,Psychotic disorder,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,45-54,30
2013/14,F10.6,Amnesic syndrome,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,45-54,40
2013/14,F10.7,Residual and late-onset psychotic disorder,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,45-54,10
2013/14,F10.8,Other mental and behavioural disorders due to the use of alcohol,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,45-54,0
2013/14,F10.9,Unspecified mental and behavioural disorders due to the use of alcohol,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,45-54,10
2013/14,K70.0,Alcoholic fatty liver,Narrow,Alcoholic liver disease,Wholly attributable,Female,45-54,30
2013/14,K70.1,Alcoholic hepatitis,Narrow,Alcoholic liver disease,Wholly attributable,Female,45-54,280
2013/14,K70.2,Alcoholic fibrosis and sclerosis of liver,Narrow,Alcoholic liver disease,Wholly attributable,Female,45-54,10
2013/14,K70.3,Alcoholic cirrhosis of liver,Narrow,Alcoholic liver disease,Wholly attributable,Female,45-54,690
2013/14,K70.4,Alcoholic hepatic failure,Narrow,Alcoholic liver disease,Wholly attributable,Female,45-54,290
2013/14,K70.9,"Alcoholic liver disease, unspecified",Narrow,Alcoholic liver disease,Wholly attributable,Female,45-54,490
2013/14,T51.0,Ethanol poisoning,Narrow,Toxic effect of alcohol,Wholly attributable,Female,45-54,90
2013/14,T51.1,Methanol poisoning,Narrow,Toxic effect of alcohol,Wholly attributable,Female,45-54,-
2013/14,T51.9,"Toxic effect of alcohol, unspecified",Narrow,Toxic effect of alcohol,Wholly attributable,Female,45-54,10
2013/14,E24.4,Alcohol-induced pseudo-Cushing’s syndrome,Narrow,Other,Wholly attributable,Female,45-54,-
2013/14,G31.2,Degeneration of nervous system due to alcohol,Narrow,Other,Wholly attributable,Female,45-54,20
2013/14,G62.1,Alcoholic polyneuropathy,Narrow,Other,Wholly attributable,Female,45-54,10
